X:Pos_TX-Body1-complex_contact(mm),Y:Pos_TX-Body1-complex_contact(mm),Y:Pos_TY-Body1-complex_contact(mm),Y:Pos_TZ-Body1-complex_contact(mm)
0.49715675,54.180149,47.325481,28.630554
0.49803175,54.152123,47.294155,28.631790
0.49903175,54.118622,47.259879,28.631873
0.50003175,54.083722,47.227070,28.631524
0.50103175,54.047413,47.195735,28.630664
0.50228175,54.000013,47.158674,28.628855
0.50328175,53.960463,47.130730,28.626806
0.50428175,53.919457,47.104306,28.624143
0.50528175,53.876978,47.079420,28.620860
0.50628175,53.833017,47.056082,28.616913
0.50778175,53.764300,47.023973,28.609767
0.50828175,53.740664,47.014033,28.607071
0.50903175,53.705170,47.000877,28.608626
0.51009425,53.655223,46.984100,28.612144
0.51121925,53.602289,46.968267,28.614345
0.51221925,53.554640,46.956275,28.618906
0.51321925,53.508498,46.948739,28.624620
0.51409425,53.469941,46.945732,28.632361
0.51503175,53.430753,46.944596,28.641408
0.51603175,53.390495,46.944695,28.648222
0.51715675,53.349047,46.947341,28.658145
0.51803175,53.320975,46.951454,28.668627
0.51903175,53.291605,46.957479,28.678656
0.52003175,53.265381,46.965042,28.687210
0.52103175,53.242325,46.974153,28.694268
0.52228175,53.217974,46.987726,28.700919
0.52328175,53.202080,47.000337,28.704440
0.52428175,53.189377,47.014509,28.706302
0.52528175,53.179869,47.030243,28.706450
0.52628175,53.173557,47.047541,28.704826
0.52728175,53.170592,47.066477,28.701757
0.52803175,53.170759,47.081847,28.699059
0.52909425,53.174189,47.105183,28.694041
0.53009425,53.180718,47.128758,28.688004
0.53109425,53.190394,47.153869,28.680854
0.53209425,53.202832,47.180328,28.671709
0.53309425,53.218197,47.208218,28.659978
0.53409425,53.236856,47.237722,28.646338
0.53509425,53.258797,47.268833,28.630703
0.53609425,53.284023,47.301552,28.613042
0.53709425,53.312358,47.335889,28.593497
0.53809425,53.344296,47.373140,28.580158
0.53921925,53.381477,47.416134,28.559290
0.54000050,53.410578,47.446759,28.549707
0.54100050,53.451465,47.485007,28.542537
0.54200050,53.494351,47.521888,28.540472
0.54300050,53.537895,47.557641,28.541416
0.54400050,53.581875,47.592594,28.541966
0.54506300,53.628553,47.628543,28.543767
0.54606300,53.671450,47.660627,28.550246
0.54706300,53.713728,47.691589,28.556321
0.54806300,53.752700,47.720036,28.569322
0.54931300,53.798978,47.753971,28.581935
0.55031300,53.834440,47.780311,28.589658
0.55131300,53.868253,47.805873,28.597503
0.55231300,53.900462,47.830694,28.605397
0.55331300,53.931097,47.854780,28.613075
0.55431300,53.960146,47.878116,28.620464
0.55506300,53.980879,47.895058,28.625652
0.55600050,54.004526,47.912962,28.635854
0.55700050,54.028081,47.929408,28.645564
0.55800050,54.049974,47.943216,28.653880
0.55900050,54.070206,47.954401,28.660896
0.56000050,54.088785,47.962982,28.666684
0.56100050,54.105723,47.968988,28.671314
0.56200050,54.121028,47.972442,28.674854
0.56300050,54.134711,47.973372,28.677372
0.56400050,54.146783,47.971804,28.678939
0.56500050,54.157255,47.967768,28.679624
0.56650050,54.169998,47.957165,28.679147
0.56750050,54.176539,47.947115,28.677911
0.56850050,54.181531,47.934716,28.676002
0.56950050,54.184989,47.920001,28.673464
0.57050050,54.186816,47.902712,28.669537
0.57100050,54.187218,47.893258,28.666508
0.57200050,54.186872,47.872513,28.658732
0.57300050,54.184448,47.849380,28.652963
0.57400050,54.179931,47.825262,28.651817
0.57512550,54.173265,47.797550,28.650367
0.57600050,54.167042,47.775625,28.648260
0.57700050,54.158655,47.749956,28.644236
0.57800050,54.148624,47.723484,28.639999
0.57900050,54.136964,47.696226,28.635559
0.58000050,54.123702,47.668203,28.630876
0.58100050,54.108946,47.639437,28.624945
0.58212550,54.090234,47.605989,28.618257
0.58312550,54.071733,47.575324,28.612537
0.58412550,54.051523,47.543830,28.607059
0.58512550,54.029652,47.511561,28.601879
0.58612550,54.006863,47.478870,28.592553
0.58712550,53.982749,47.445389,28.579530
0.58812550,53.955778,47.410138,28.569094
0.58912550,53.926246,47.374491,28.559967
0.59012550,53.891948,47.343013,28.561119
0.59112550,53.855957,47.313233,28.559461
0.59206300,53.820084,47.287503,28.557558
0.59306300,53.779706,47.262229,28.554289
0.59418800,53.732915,47.237936,28.558203
0.59518800,53.691148,47.218505,28.562117
0.59643800,53.638737,47.196765,28.565986
0.59743800,53.596631,47.181471,28.568531
0.59843800,53.554770,47.168270,28.571577
0.59943800,53.514107,47.157574,28.576835
0.60018800,53.486233,47.151942,28.585242
0.60106300,53.455837,47.147129,28.596010
0.60206300,53.423065,47.143185,28.606150
0.60306300,53.392623,47.141065,28.614631
0.60406300,53.363957,47.140382,28.620126
0.60531300,53.331526,47.142164,28.626957
0.60631300,53.310675,47.146269,28.634548
0.60706300,53.297593,47.150620,28.639939
0.60806300,53.282945,47.157795,28.645046
0.60906300,53.271744,47.166660,28.648247
0.61006300,53.264003,47.177221,28.649414
0.61106300,53.259799,47.189517,28.648563
0.61206300,53.259113,47.203539,28.645582
0.61306300,53.261942,47.219285,28.640422
0.61406300,53.268326,47.236775,28.633141
0.61556300,53.284724,47.266358,28.618757
0.61656300,53.300191,47.288304,28.606977
0.61706300,53.309276,47.299939,28.600436
0.61800050,53.328876,47.323590,28.590915
0.61900050,53.352053,47.350697,28.581166
0.62000050,53.377131,47.379514,28.571033
0.62100050,53.403099,47.409278,28.557305
0.62200050,53.431993,47.440135,28.544306
0.62300050,53.465782,47.470528,28.538945
0.62403175,53.502827,47.500562,28.536484
0.62503175,53.539830,47.528401,28.536735
0.62615675,53.582363,47.558556,28.536835
0.62703175,53.615662,47.580960,28.539103
0.62809425,53.655910,47.607128,28.542557
0.62921925,53.698273,47.633663,28.546236
0.63021925,53.734317,47.655709,28.552966
0.63121925,53.767642,47.676138,28.562864
0.63246925,53.806553,47.700042,28.574192
0.63346925,53.835392,47.717795,28.582711
0.63446925,53.862176,47.734309,28.590731
0.63546925,53.886896,47.749569,28.598204
0.63646925,53.909546,47.763565,28.605046
0.63746925,53.930101,47.776269,28.611239
0.63821925,53.944514,47.785212,28.614215
0.63921925,53.962584,47.796667,28.617373
0.64009425,53.977237,47.806242,28.620157
0.64109425,53.992694,47.816673,28.623051
0.64209425,54.006747,47.826538,28.625681
0.64309425,54.019372,47.835813,28.628067
0.64434425,54.033108,47.846540,28.630704
0.64534425,54.042434,47.854401,28.632519
0.64634425,54.050260,47.861596,28.634050
0.64734425,54.056566,47.868103,28.635271
0.64834425,54.061157,47.872820,28.636769
0.64903175,54.063261,47.874567,28.638110
0.65003175,54.065041,47.875148,28.639073
0.65115675,54.065215,47.873005,28.638970
0.65203175,54.064038,47.869354,28.638130
0.65303175,54.061329,47.863089,28.635376
0.65409425,54.056167,47.854500,28.634369
0.65509425,54.049690,47.845656,28.633194
0.65609425,54.041690,47.836123,28.631718
0.65709425,54.032193,47.825927,28.629950
0.65809425,54.021392,47.815234,28.627581
0.65921925,54.007303,47.802224,28.624126
0.66021925,53.992933,47.789672,28.620425
0.66121925,53.976805,47.776172,28.616162
0.66246925,53.954152,47.757947,28.610070
0.66346925,53.934023,47.742274,28.604593
0.66446925,53.912099,47.725619,28.598582
0.66546925,53.888375,47.707976,28.592031
0.66646925,53.862845,47.689339,28.584930
0.66796925,53.821152,47.659502,28.573189
0.66896925,53.791089,47.638349,28.564583
0.66921925,53.783321,47.632917,28.562136
0.67021925,53.751112,47.610482,28.551126
0.67121925,53.716801,47.586606,28.540785
0.67203175,53.688153,47.565810,28.538683
0.67303175,53.652772,47.539413,28.535783
0.67403175,53.617246,47.512116,28.532645
0.67503175,53.581567,47.483919,28.529204
0.67603175,53.546543,47.454422,28.528457
0.67709425,53.510422,47.421830,28.528149
0.67809425,53.481922,47.393874,28.537513
0.67909425,53.458563,47.369672,28.551798
0.68009425,53.436396,47.346393,28.560294
0.68109425,53.417370,47.325581,28.570056
0.68209425,53.400956,47.306790,28.578860
0.68309425,53.387058,47.289939,28.586299
0.68409425,53.375682,47.275030,28.592362
0.68509425,53.366826,47.262063,28.597070
0.68609425,53.360451,47.251022,28.600442
0.68709425,53.356525,47.241900,28.602622
0.68809425,53.355006,47.234687,28.603715
0.68959425,53.357115,47.227390,28.603421
0.69059425,53.361394,47.224859,28.602074
0.69159425,53.367944,47.224191,28.599927
0.69259425,53.376749,47.225392,28.597157
0.69359425,53.387830,47.228500,28.594092
0.69459425,53.401116,47.233474,28.590679
0.69509425,53.408564,47.236646,28.588795
0.69609425,53.425008,47.244326,28.584617
0.69709425,53.443387,47.253717,28.579840
0.69809425,53.463235,47.264374,28.571847
0.69909425,53.485044,47.276648,28.561942
0.70009425,53.508179,47.290944,28.551600
0.70109425,53.532367,47.308235,28.545480
0.70221925,53.560618,47.330141,28.538425
0.70309425,53.582690,47.349395,28.534199
0.70409425,53.606925,47.373767,28.529804
0.70503175,53.629470,47.398101,28.524071
0.70603175,53.653112,47.424693,28.523342
0.70709425,53.677737,47.451534,28.526850
0.70809425,53.700534,47.475727,28.530196
0.70909425,53.722926,47.498863,28.533612
0.71009425,53.744878,47.520924,28.537102
0.71109425,53.765375,47.541463,28.542722
0.71203175,53.782159,47.559039,28.550261
0.71303175,53.797893,47.576389,28.557597
0.71415675,53.812878,47.594144,28.565000
0.71515675,53.824125,47.608577,28.569426
0.71640675,53.835942,47.625402,28.572850
0.71715675,53.841685,47.634787,28.574832
0.71815675,53.847804,47.646483,28.577110
0.71915675,53.852137,47.657218,28.578989
0.72015675,53.854653,47.666961,28.580477
0.72115675,53.855327,47.675686,28.581561
0.72215675,53.854137,47.683369,28.582219
0.72315675,53.851059,47.689985,28.582421
0.72415675,53.846071,47.695508,28.582136
0.72565675,53.834958,47.701685,28.580715
0.72665675,53.825096,47.704362,28.579053
0.72765675,53.813253,47.705864,28.576777
0.72865675,53.799411,47.706170,28.573850
0.72965675,53.783553,47.705258,28.570233
0.73065675,53.765662,47.703109,28.565888
0.73165675,53.745722,47.699704,28.560779
0.73265675,53.723717,47.695024,28.554866
0.73315675,53.712187,47.692235,28.551822
0.73415675,53.688509,47.685417,28.549965
0.73503175,53.667397,47.678509,28.549241
0.73603175,53.642944,47.669681,28.548141
0.73703175,53.618145,47.659891,28.546344
0.73803175,53.593122,47.649044,28.544624
0.73903175,53.569108,47.636822,28.545625
0.74015675,53.543154,47.621845,28.546313
0.74115675,53.520991,47.607458,28.546586
0.74215675,53.499649,47.592071,28.546590
0.74340675,53.475511,47.571319,28.547798
0.74415675,53.463200,47.558016,28.549814
0.74503175,53.450488,47.541875,28.551630
0.74603175,53.438123,47.522631,28.552963
0.74703175,53.428055,47.502546,28.553600
0.74803175,53.420264,47.481633,28.553617
0.74903175,53.414662,47.459933,28.552924
0.75003175,53.411276,47.437404,28.550722
0.75115675,53.411438,47.412483,28.550545
0.75203175,53.415074,47.395561,28.554004
0.75303175,53.421433,47.377924,28.556356
0.75403175,53.430233,47.362186,28.557308
0.75503175,53.441569,47.348422,28.557179
0.75628175,53.459309,47.333989,28.555460
0.75728175,53.476305,47.324621,28.552650
0.75828175,53.495523,47.317455,28.550221
0.75909425,53.512032,47.313536,28.550626
0.76009425,53.532759,47.310145,28.549619
0.76109425,53.554490,47.308575,28.546704
0.76209425,53.577528,47.309233,28.543429
0.76309425,53.600937,47.312571,28.541658
0.76409425,53.623507,47.318672,28.542038
0.76521925,53.648235,47.327987,28.541784
0.76621925,53.669574,47.338515,28.541194
0.76721925,53.690220,47.351185,28.540161
0.76821925,53.710405,47.365583,28.537137
0.76921925,53.730265,47.382028,28.534134
0.77021925,53.749788,47.400514,28.531097
0.77121925,53.768939,47.420874,28.527871
0.77221925,53.784279,47.439322,28.533053
0.77309425,53.795292,47.453888,28.538782
0.77409425,53.805783,47.469134,28.544038
0.77509425,53.813920,47.482804,28.548365
0.77609425,53.819721,47.494911,28.551710
0.77709425,53.823195,47.505465,28.554066
0.77809425,53.824349,47.514471,28.555433
0.77909425,53.823191,47.521938,28.555814
0.78009425,53.819729,47.527876,28.555219
0.78109425,53.813979,47.532298,28.553628
0.78209425,53.805793,47.535111,28.551679
0.78309425,53.795180,47.536328,28.549379
0.78421925,53.780506,47.535904,28.545833
0.78521925,53.765049,47.533954,28.541843
0.78621925,53.747573,47.530562,28.537638
0.78709425,53.731807,47.526431,28.537600
0.78809425,53.713779,47.520920,28.537465
0.78909425,53.695812,47.514598,28.537237
0.79009425,53.677931,47.507474,28.536975
0.79109425,53.659880,47.499590,28.534697
0.79221925,53.638647,47.489323,28.531218
0.79321925,53.618896,47.478856,28.528131
0.79421925,53.598367,47.467154,28.525013
0.79546925,53.573789,47.450406,28.525145
0.79609425,53.562193,47.441286,28.525877
0.79709425,53.544422,47.425851,28.526399
0.79809425,53.527637,47.409342,28.526539
0.79909425,53.514179,47.393518,28.529420
0.80034425,53.502919,47.377275,28.536228
0.80134425,53.496427,47.366263,28.540004
0.80234425,53.492140,47.357032,28.542395
0.80334425,53.489301,47.349708,28.544155
0.80409425,53.487806,47.345547,28.545464
0.80509425,53.486506,47.341688,28.546781
0.80609425,53.485934,47.339719,28.547459
0.80709425,53.486051,47.339628,28.547516
0.80809425,53.486814,47.341401,28.547006
0.80909425,53.488195,47.345015,28.545922
0.81009425,53.490511,47.350510,28.544359
0.81109425,53.493995,47.357896,28.542301
0.81209425,53.498375,47.367121,28.539678
0.81309425,53.503389,47.378172,28.536548
0.81409425,53.509007,47.391045,28.532851
0.81509425,53.515221,47.405736,28.528532
0.81609425,53.522401,47.420452,28.528355
0.81721925,53.531456,47.435731,28.530223
0.81821925,53.540198,47.448359,28.531319
0.81921925,53.549606,47.460063,28.532179
0.82046925,53.562487,47.473345,28.532236
0.82146925,53.574102,47.482672,28.531685
0.82246925,53.586951,47.490807,28.530637
0.82346925,53.601004,47.497753,28.529072
0.82403175,53.609112,47.501028,28.529329
0.82503175,53.623388,47.505921,28.530750
0.82603175,53.637369,47.509855,28.531744
0.82703175,53.651112,47.512846,28.532442
0.82803175,53.664675,47.514929,28.532791
0.82928175,53.681448,47.516215,28.533606
0.83003175,53.691420,47.516291,28.534261
0.83103175,53.704599,47.515597,28.535044
0.83203175,53.717630,47.513999,28.535610
0.83303175,53.730492,47.511485,28.535984
0.83403175,53.743169,47.508044,28.536197
0.83503175,53.754439,47.503215,28.536779
0.83609425,53.763766,47.496201,28.537768
0.83709425,53.770154,47.488002,28.537656
0.83821925,53.774551,47.476926,28.536493
0.83921925,53.775992,47.465451,28.534607
0.84046925,53.774628,47.449003,28.531198
0.84146925,53.772231,47.434423,28.528667
0.84203175,53.770667,47.425730,28.527531
0.84303175,53.767623,47.411256,28.528591
0.84403175,53.764356,47.398883,28.530626
0.84503175,53.760874,47.388409,28.532210
0.84603175,53.757155,47.379847,28.533337
0.84728175,53.752138,47.371842,28.534068
0.84828175,53.747805,47.367603,28.534079
0.84928175,53.743166,47.365285,28.533505
0.85028175,53.738174,47.365030,28.532970
0.85103175,53.734160,47.366331,28.533220
0.85203175,53.728474,47.369870,28.533519
0.85315675,53.721643,47.376054,28.532497
0.85415675,53.715135,47.383675,28.531113
0.85540675,53.706394,47.395998,28.528599
0.85640675,53.698892,47.408105,28.525953
0.85740675,53.690875,47.421447,28.523252
0.85815675,53.684396,47.430607,28.522994
0.85903175,53.676383,47.440426,28.523430
0.86003175,53.666679,47.450606,28.523648
0.86109425,53.655664,47.460037,28.525065
0.86209425,53.644787,47.467791,28.526306
0.86309425,53.633580,47.474557,28.527259
0.86421925,53.620339,47.480888,28.527738
0.86521925,53.607899,47.485309,28.527819
0.86621925,53.594823,47.488590,28.527587
0.86721925,53.581107,47.490726,28.527079
0.86821925,53.567897,47.491564,28.528004
0.86909425,53.557177,47.491266,28.529833
0.87009425,53.545814,47.489941,28.531427
0.87109425,53.535424,47.487548,28.532633
0.87209425,53.526014,47.484081,28.533503
0.87334425,53.515633,47.478233,28.534166
0.87434425,53.508434,47.472341,28.534374
0.87534425,53.502216,47.465371,28.534302
0.87634425,53.496977,47.457324,28.533957
0.87734425,53.492713,47.448201,28.533343
0.87834425,53.489421,47.438004,28.532467
0.87934425,53.487094,47.426735,28.531332
0.88034425,53.486847,47.416152,28.530184
0.88134425,53.489929,47.407570,28.531248
0.88209425,53.494255,47.402544,28.532041
0.88309425,53.502188,47.397436,28.531061
0.88403175,53.511754,47.394691,28.529831
0.88503175,53.523225,47.394079,28.529360
0.88615675,53.537286,47.395717,28.527587
0.88715675,53.550867,47.399376,28.525560
0.88815675,53.565439,47.405080,28.523006
0.88915675,53.580762,47.412894,28.520126
0.89015675,53.596448,47.421656,28.518876
0.89103175,53.609933,47.428692,28.520259
0.89209425,53.625808,47.436125,28.522635
0.89321925,53.642062,47.442751,28.524235
0.89421925,53.656016,47.447509,28.525477
0.89521925,53.669521,47.451209,28.526534
0.89646925,53.685790,47.454356,28.527604
0.89746925,53.698329,47.455698,28.528263
0.89846925,53.710458,47.456002,28.528747
0.89946925,53.722191,47.455274,28.529052
0.90046925,53.733545,47.453524,28.529171
0.90196925,53.749909,47.449006,28.528984
0.90296925,53.760408,47.444751,28.528602
0.90396925,53.769227,47.439070,28.528204
0.90496925,53.775852,47.431780,28.528122
0.90596925,53.780161,47.422882,28.528023
0.90621925,53.780894,47.420420,28.527906
0.90721925,53.783028,47.410604,28.527567
0.90803175,53.784745,47.404175,28.528639
0.90903175,53.786883,47.397842,28.529378
0.91003175,53.789035,47.393305,28.529711
0.91103175,53.791185,47.390569,28.529627
0.91203175,53.793312,47.389735,28.529601
0.91303175,53.795360,47.390822,28.529580
0.91403175,53.797067,47.393921,28.529358
0.91503175,53.797709,47.397934,28.529009
0.91609425,53.795834,47.400706,28.529101
0.91709425,53.791837,47.401893,28.528322
0.91809425,53.786113,47.402512,28.527256
0.91903175,53.780299,47.404537,28.526767
0.92003175,53.773891,47.408199,28.526068
0.92109425,53.766739,47.411508,28.526339
0.92209425,53.759682,47.413601,28.526445
0.92309425,53.752288,47.414692,28.526384
0.92409425,53.744538,47.414769,28.526165
0.92509425,53.736414,47.413824,28.525789
0.92609425,53.727894,47.411847,28.525249
0.92709425,53.718962,47.408830,28.524540
0.92809425,53.709599,47.405657,28.523846
0.92909425,53.699774,47.404088,28.523644
0.93021925,53.688186,47.404664,28.523053
0.93121925,53.677384,47.406694,28.522117
0.93221925,53.666046,47.408209,28.521547
0.93321925,53.654171,47.408664,28.520954
0.93421925,53.641751,47.408024,28.520103
0.93521925,53.628760,47.406747,28.519033
0.93621925,53.615140,47.406115,28.518079
0.93721925,53.601638,47.407002,28.517565
0.93809425,53.591094,47.410045,28.518644
0.93909425,53.580254,47.415481,28.518786
0.94003175,53.571315,47.420765,28.519973
0.94103175,53.562826,47.425338,28.521564
0.94203175,53.555316,47.428839,28.522826
0.94303175,53.548768,47.431271,28.523807
0.94403175,53.543164,47.432642,28.524529
0.94503175,53.538487,47.432960,28.525001
0.94603175,53.534720,47.432233,28.525228
0.94703175,53.531849,47.430469,28.525211
0.94803175,53.529862,47.427674,28.524947
0.94903175,53.528747,47.423853,28.524431
0.95003175,53.528691,47.420421,28.524174
0.95109425,53.529980,47.418838,28.524491
0.95209425,53.532332,47.419460,28.524022
0.95309425,53.535784,47.422145,28.522862
0.95409425,53.540311,47.425495,28.522064
0.95509425,53.545773,47.427948,28.521852
0.95609425,53.552088,47.429372,28.521840
0.95709425,53.559223,47.429788,28.521745
0.95809425,53.567154,47.429217,28.521389
0.95934425,53.578183,47.427116,28.520634
0.96034425,53.587788,47.424321,28.519801
0.96134425,53.597341,47.420439,28.519435
0.96209425,53.604288,47.416812,28.519414
0.96303175,53.612594,47.412503,28.520056
0.96403175,53.620957,47.409830,28.521097
0.96503175,53.628830,47.409188,28.521644
0.96603175,53.636191,47.410592,28.521724
0.96703175,53.643024,47.414045,28.521324
0.96803175,53.649365,47.418275,28.521354
0.96903175,53.655328,47.421666,28.521845
0.97015675,53.661658,47.424307,28.522101
0.97115675,53.666971,47.425619,28.522079
0.97215675,53.672018,47.425976,28.521731
0.97315675,53.676641,47.425821,28.521538
0.97403175,53.680213,47.426303,28.521900
0.97503175,53.683752,47.427895,28.522230
0.97603175,53.686713,47.430074,28.522496
0.97703175,53.689341,47.431545,28.522906
0.97828175,53.692222,47.432031,28.523218
0.97928175,53.694189,47.431315,28.523259
0.98028175,53.695839,47.429606,28.523150
0.98128175,53.697160,47.426895,28.522902
0.98228175,53.698135,47.423176,28.522513
0.98328175,53.698777,47.418790,28.522103
0.98428175,53.699195,47.415634,28.522165
0.98503175,53.699369,47.414308,28.522653
0.98603175,53.699445,47.414060,28.522732
0.98715675,53.699288,47.416003,28.522200
0.98815675,53.698783,47.418336,28.522128
0.98903175,53.697966,47.419624,28.522388
0.99003175,53.696606,47.420108,28.522478
0.99103175,53.694777,47.419525,28.522376
0.99203175,53.692466,47.417879,28.522068
0.99328175,53.688930,47.416200,28.521907
0.99403175,53.686490,47.416317,28.521861
0.99503175,53.682849,47.417546,28.521635
0.99603175,53.678707,47.418888,28.521444
0.99703175,53.674035,47.419727,28.521229
0.99803175,53.668826,47.420142,28.520952
0.99903175,53.663073,47.420466,28.520632
1.0000000,53.656980,47.420948,28.520276
